farmaco,term,count
encorafenib,DISEASE PROGRESSION,228
encorafenib,ARTHRALGIA,214
encorafenib,SEROUS RETINAL DETACHMENT,206
encorafenib,MALAISE,204
encorafenib,DECREASED APPETITE,196
encorafenib,ASTHENIA,171
encorafenib,VISION BLURRED,164
encorafenib,ACUTE KIDNEY INJURY,158
encorafenib,CONSTIPATION,158
encorafenib,PAIN,151
encorafenib,HEADACHE,138
encorafenib,ANAEMIA,132
encorafenib,VISUAL IMPAIRMENT,132
encorafenib,ABDOMINAL PAIN,130
encorafenib,MYALGIA,121
encorafenib,PRURITUS,120
encorafenib,MALIGNANT NEOPLASM PROGRESSION,111
encorafenib,DYSPNOEA,108
encorafenib,CHILLS,100
encorafenib,DEHYDRATION,98
encorafenib,DRUG INEFFECTIVE,92
encorafenib,ABDOMINAL PAIN UPPER,91
encorafenib,COLITIS,87
encorafenib,DYSPHAGIA,86
encorafenib,WEIGHT DECREASED,84
encorafenib,DIZZINESS,83
encorafenib,SECOND PRIMARY MALIGNANCY,82
encorafenib,ALOPECIA,75
encorafenib,HYPOTENSION,75
encorafenib,PAIN IN EXTREMITY,75
encorafenib,RENAL IMPAIRMENT,74
encorafenib,BLOOD CREATINE PHOSPHOKINASE INCREASED,73
encorafenib,SEIZURE,71
encorafenib,ILLNESS,70
encorafenib,ALANINE AMINOTRANSFERASE INCREASED,67
encorafenib,BLOOD CREATININE INCREASED,66
encorafenib,RENAL FAILURE,65
encorafenib,RETINAL DETACHMENT,65
encorafenib,ABDOMINAL DISCOMFORT,64
encorafenib,HOSPICE CARE,64
encorafenib,PERIPHERAL SWELLING,63
encorafenib,PRODUCT DOSE OMISSION,63
encorafenib,ASPARTATE AMINOTRANSFERASE INCREASED,62
encorafenib,BACK PAIN,62
encorafenib,NEUROPATHY PERIPHERAL,62
encorafenib,URINARY TRACT INFECTION,62
encorafenib,HEPATIC FUNCTION ABNORMAL,61
encorafenib,LIVER DISORDER,61
encorafenib,UVEITIS,58
encorafenib,DRY SKIN,57
encorafenib,MUSCLE SPASMS,57
encorafenib,GENERAL PHYSICAL HEALTH DETERIORATION,56
encorafenib,DRUG INTOLERANCE,54
encorafenib,PRODUCT USE ISSUE,54
encorafenib,PNEUMONIA,52
encorafenib,FALL,51
encorafenib,HYPOACUSIS,51
encorafenib,HEPATIC ENZYME INCREASED,50
encorafenib,HYPERTENSION,50
encorafenib,SEPSIS,50
encorafenib,INSOMNIA,49
encorafenib,THERAPY INTERRUPTED,49
encorafenib,COVID-19,48
encorafenib,CONFUSIONAL STATE,47
encorafenib,DERMATITIS ACNEIFORM,47
encorafenib,PRODUCT DOSE OMISSION ISSUE,47
encorafenib,HYPERSENSITIVITY,46
encorafenib,INFECTION,45
encorafenib,RASH MACULO-PAPULAR,44
encorafenib,SEROUS RETINOPATHY,43
encorafenib,ERYTHEMA,42
encorafenib,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,42
encorafenib,COUGH,41
encorafenib,MEMORY IMPAIRMENT,40
encorafenib,SOMNOLENCE,40
encorafenib,INTERSTITIAL LUNG DISEASE,39
encorafenib,GAMMA-GLUTAMYLTRANSFERASE INCREASED,38
encorafenib,PANCREATITIS,38
encorafenib,RENAL DISORDER,38
encorafenib,THERAPY CESSATION,38
encorafenib,ACNE,36
encorafenib,LIVER FUNCTION TEST INCREASED,36
encorafenib,INTESTINAL OBSTRUCTION,35
encorafenib,MUSCULAR WEAKNESS,35
encorafenib,HOSPITALISATION,34
encorafenib,UNDERDOSE,34
encorafenib,C-REACTIVE PROTEIN INCREASED,33
encorafenib,FEELING ABNORMAL,33
encorafenib,HEPATITIS,33
encorafenib,ADVERSE DRUG REACTION,32
everolimus,DEATH,6291
everolimus,MALIGNANT NEOPLASM PROGRESSION,4316
everolimus,DIARRHOEA,3867
everolimus,FATIGUE,3651
everolimus,STOMATITIS,3118
everolimus,NAUSEA,2669
everolimus,DYSPNOEA,2574
everolimus,DRUG INEFFECTIVE,2213
everolimus,PYREXIA,2195
everolimus,DECREASED APPETITE,2023
everolimus,VOMITING,2015
everolimus,COUGH,1894
everolimus,RASH,1881
everolimus,MALAISE,1865
everolimus,WEIGHT DECREASED,1831
everolimus,ASTHENIA,1826
everolimus,PNEUMONIA,1645
everolimus,PAIN,1513
everolimus,ANAEMIA,1437
everolimus,DISEASE PROGRESSION,1405
everolimus,OFF LABEL USE,1331
everolimus,HEADACHE,1322
everolimus,ABDOMINAL PAIN,1155
everolimus,METASTASES TO LIVER,1120
everolimus,PNEUMONITIS,1111
everolimus,PRODUCT USE IN UNAPPROVED INDICATION,1073
everolimus,DEHYDRATION,1051
everolimus,GENERAL PHYSICAL HEALTH DETERIORATION,1033
everolimus,NEOPLASM PROGRESSION,1016
everolimus,OEDEMA PERIPHERAL,1010
everolimus,PLEURAL EFFUSION,1010
everolimus,BLOOD PRESSURE INCREASED,967
everolimus,METASTASES TO BONE,951
everolimus,HYPERTENSION,940
everolimus,DIZZINESS,915
everolimus,ARTHRALGIA,884
everolimus,PRURITUS,848
everolimus,PERIPHERAL SWELLING,846
everolimus,HAEMOGLOBIN DECREASED,822
everolimus,BACK PAIN,817
everolimus,ABDOMINAL PAIN UPPER,799
everolimus,BLOOD GLUCOSE INCREASED,793
everolimus,CONSTIPATION,789
everolimus,BLOOD CREATININE INCREASED,778
everolimus,PAIN IN EXTREMITY,768
everolimus,THROMBOCYTOPENIA,761
everolimus,EPISTAXIS,753
everolimus,NEOPLASM MALIGNANT,748
everolimus,ORAL PAIN,737
everolimus,RENAL IMPAIRMENT,736
everolimus,ACUTE KIDNEY INJURY,730
everolimus,INTERSTITIAL LUNG DISEASE,721
everolimus,URINARY TRACT INFECTION,714
everolimus,PLATELET COUNT DECREASED,711
everolimus,MUCOSAL INFLAMMATION,701
everolimus,RENAL FAILURE,698
everolimus,BREAST CANCER,668
everolimus,BREAST CANCER METASTATIC,662
everolimus,DRUG INTERACTION,652
everolimus,SEIZURE,640
everolimus,METASTASES TO LUNG,616
everolimus,MOUTH ULCERATION,602
everolimus,NEUTROPENIA,601
everolimus,HYPERGLYCAEMIA,591
everolimus,FALL,576
everolimus,LUNG DISORDER,556
everolimus,CHEST PAIN,544
everolimus,TOXICITY TO VARIOUS AGENTS,541
everolimus,INFECTION,534
everolimus,NASOPHARYNGITIS,525
everolimus,DRUG INTOLERANCE,522
everolimus,ASCITES,509
everolimus,DIABETES MELLITUS,501
everolimus,INSOMNIA,488
everolimus,ABDOMINAL DISCOMFORT,484
everolimus,SEPSIS,482
everolimus,HYPOTENSION,480
everolimus,ERYTHEMA,476
everolimus,BLOOD CHOLESTEROL INCREASED,470
everolimus,ACNE,458
everolimus,WHITE BLOOD CELL COUNT DECREASED,451
everolimus,DYSGEUSIA,440
everolimus,ABDOMINAL DISTENSION,439
everolimus,RESPIRATORY FAILURE,431
everolimus,FEELING ABNORMAL,426
everolimus,PRODUCT USE ISSUE,424
everolimus,DRY SKIN,421
everolimus,GAIT DISTURBANCE,413
everolimus,OROPHARYNGEAL PAIN,405
everolimus,CONFUSIONAL STATE,401
everolimus,OSTEONECROSIS OF JAW,399
everolimus,DYSPHAGIA,398
everolimus,ALOPECIA,391
everolimus,C-REACTIVE PROTEIN INCREASED,390
everolimus,BONE PAIN,389
everolimus,OEDEMA,388
everolimus,PULMONARY EMBOLISM,388
everolimus,ANXIETY,385
everolimus,COVID-19,382
everolimus,CHILLS,379
vinorelbine,NEUTROPENIA,995
vinorelbine,MALIGNANT NEOPLASM PROGRESSION,954
vinorelbine,DISEASE PROGRESSION,884
vinorelbine,OFF LABEL USE,855
vinorelbine,NAUSEA,778
vinorelbine,DIARRHOEA,721
vinorelbine,FATIGUE,671
vinorelbine,DEATH,608
vinorelbine,VOMITING,578
vinorelbine,ANAEMIA,545
vinorelbine,FEBRILE NEUTROPENIA,537
vinorelbine,DYSPNOEA,528
vinorelbine,PYREXIA,526
vinorelbine,DRUG INEFFECTIVE,489
vinorelbine,THROMBOCYTOPENIA,475
vinorelbine,ASTHENIA,433
vinorelbine,DECREASED APPETITE,332
vinorelbine,NEUROPATHY PERIPHERAL,327
vinorelbine,CONSTIPATION,323
vinorelbine,COUGH,323
vinorelbine,PNEUMONIA,312
vinorelbine,METASTASES TO LIVER,311
vinorelbine,METASTASES TO BONE,306
vinorelbine,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,295
vinorelbine,BREAST CANCER METASTATIC,286
vinorelbine,PAIN,278
vinorelbine,NEOPLASM PROGRESSION,277
vinorelbine,PLEURAL EFFUSION,276
vinorelbine,MUCOSAL INFLAMMATION,274
vinorelbine,PRODUCT USE IN UNAPPROVED INDICATION,269
vinorelbine,RASH,260
vinorelbine,LEUKOPENIA,259
vinorelbine,BREAST CANCER,254
vinorelbine,GENERAL PHYSICAL HEALTH DETERIORATION,238
vinorelbine,HEADACHE,231
vinorelbine,WEIGHT DECREASED,222
vinorelbine,ABDOMINAL PAIN,209
vinorelbine,METASTASES TO LUNG,208
vinorelbine,ALOPECIA,207
vinorelbine,SEPSIS,196
vinorelbine,PULMONARY EMBOLISM,193
vinorelbine,PANCYTOPENIA,186
vinorelbine,DIZZINESS,182
vinorelbine,METASTASES TO CENTRAL NERVOUS SYSTEM,181
vinorelbine,INFECTION,180
vinorelbine,NEUTROPENIC SEPSIS,179
vinorelbine,STOMATITIS,177
vinorelbine,BONE MARROW FAILURE,173
vinorelbine,WHITE BLOOD CELL COUNT DECREASED,171
vinorelbine,MALAISE,164
vinorelbine,OSTEONECROSIS OF JAW,162
vinorelbine,ACUTE KIDNEY INJURY,160
vinorelbine,ASCITES,156
vinorelbine,METASTASES TO LYMPH NODES,150
vinorelbine,HAEMATOTOXICITY,148
vinorelbine,BACK PAIN,145
vinorelbine,PNEUMONITIS,144
vinorelbine,DEHYDRATION,139
vinorelbine,EJECTION FRACTION DECREASED,139
vinorelbine,CHEST PAIN,137
vinorelbine,ALANINE AMINOTRANSFERASE INCREASED,136
vinorelbine,PAIN IN EXTREMITY,136
vinorelbine,HYPERTENSION,130
vinorelbine,INTERSTITIAL LUNG DISEASE,124
vinorelbine,SEPTIC SHOCK,124
vinorelbine,PARAESTHESIA,123
vinorelbine,ERYTHEMA,119
vinorelbine,OEDEMA PERIPHERAL,118
vinorelbine,DRUG INTOLERANCE,117
vinorelbine,CONDITION AGGRAVATED,115
vinorelbine,ARTHRALGIA,114
vinorelbine,RESPIRATORY FAILURE,114
vinorelbine,BONE PAIN,113
vinorelbine,TOXICITY TO VARIOUS AGENTS,111
vinorelbine,PLATELET COUNT DECREASED,110
vinorelbine,ASPARTATE AMINOTRANSFERASE INCREASED,109
vinorelbine,DISEASE RECURRENCE,109
vinorelbine,HYPOKALAEMIA,108
vinorelbine,PRURITUS,108
vinorelbine,HYPERSENSITIVITY,107
vinorelbine,DYSPNOEA EXERTIONAL,105
vinorelbine,HYPOAESTHESIA,105
vinorelbine,HYPOTENSION,105
vinorelbine,MYELOSUPPRESSION,104
vinorelbine,CONFUSIONAL STATE,100
vinorelbine,HAEMOGLOBIN DECREASED,100
vinorelbine,OSTEONECROSIS,100
vinorelbine,NEUTROPHIL COUNT DECREASED,99
vinorelbine,PERIPHERAL SWELLING,94
vinorelbine,HEPATOTOXICITY,93
vinorelbine,DYSPEPSIA,92
vinorelbine,DYSPHAGIA,92
vinorelbine,DRUG RESISTANCE,90
vinorelbine,BLOOD CREATININE INCREASED,88
vinorelbine,CHILLS,86
vinorelbine,ABDOMINAL PAIN UPPER,85
vinorelbine,RENAL IMPAIRMENT,84
vinorelbine,BLOOD LACTATE DEHYDROGENASE INCREASED,82
vinorelbine,CARDIAC FAILURE,82
vinorelbine,DEEP VEIN THROMBOSIS,82
pemetrexed,MALIGNANT NEOPLASM PROGRESSION,2568
pemetrexed,OFF LABEL USE,1772
pemetrexed,ANAEMIA,1699
pemetrexed,NAUSEA,1563
pemetrexed,DEATH,1497
pemetrexed,DIARRHOEA,1463
pemetrexed,NEUTROPENIA,1356
pemetrexed,THROMBOCYTOPENIA,1289
pemetrexed,PANCYTOPENIA,1232
pemetrexed,FATIGUE,1226
pemetrexed,VOMITING,1173
pemetrexed,DYSPNOEA,1146
pemetrexed,PYREXIA,1059
pemetrexed,DISEASE PROGRESSION,1011
pemetrexed,PNEUMONIA,993
pemetrexed,FEBRILE NEUTROPENIA,955
pemetrexed,RASH,931
pemetrexed,ASTHENIA,906
pemetrexed,DECREASED APPETITE,827
pemetrexed,ACUTE KIDNEY INJURY,824
pemetrexed,GENERAL PHYSICAL HEALTH DETERIORATION,794
pemetrexed,DRUG INEFFECTIVE,722
pemetrexed,INTERSTITIAL LUNG DISEASE,662
pemetrexed,DEHYDRATION,611
pemetrexed,RENAL FAILURE,580
pemetrexed,PLATELET COUNT DECREASED,577
pemetrexed,PLEURAL EFFUSION,571
pemetrexed,SEPSIS,560
pemetrexed,CONSTIPATION,529
pemetrexed,PNEUMONITIS,521
pemetrexed,PULMONARY EMBOLISM,514
pemetrexed,LEUKOPENIA,498
pemetrexed,NEOPLASM PROGRESSION,481
pemetrexed,RESPIRATORY FAILURE,458
pemetrexed,WHITE BLOOD CELL COUNT DECREASED,457
pemetrexed,MUCOSAL INFLAMMATION,438
pemetrexed,BONE MARROW FAILURE,416
pemetrexed,RENAL IMPAIRMENT,416
pemetrexed,COUGH,389
pemetrexed,BLOOD CREATININE INCREASED,388
pemetrexed,NEUTROPHIL COUNT DECREASED,380
pemetrexed,HAEMOGLOBIN DECREASED,371
pemetrexed,WEIGHT DECREASED,371
pemetrexed,HYPOTENSION,361
pemetrexed,MALAISE,360
pemetrexed,PAIN,348
pemetrexed,OEDEMA PERIPHERAL,342
pemetrexed,HYPERTENSION,336
pemetrexed,ABDOMINAL PAIN,331
pemetrexed,DIZZINESS,328
pemetrexed,MYELOSUPPRESSION,322
pemetrexed,HEADACHE,321
pemetrexed,SEPTIC SHOCK,310
pemetrexed,EPISTAXIS,306
pemetrexed,PRURITUS,302
pemetrexed,TUBULOINTERSTITIAL NEPHRITIS,299
pemetrexed,COLITIS,295
pemetrexed,HAEMOPTYSIS,287
pemetrexed,INFECTION,284
pemetrexed,CHEST PAIN,282
pemetrexed,ERYTHEMA,282
pemetrexed,CONDITION AGGRAVATED,279
pemetrexed,DRUG RESISTANCE,277
pemetrexed,HYPOKALAEMIA,277
pemetrexed,HYPONATRAEMIA,271
pemetrexed,NON-SMALL CELL LUNG CANCER,269
pemetrexed,ATRIAL FIBRILLATION,268
pemetrexed,ALANINE AMINOTRANSFERASE INCREASED,262
pemetrexed,NEUROPATHY PERIPHERAL,256
pemetrexed,THERAPY PARTIAL RESPONDER,253
pemetrexed,ASPARTATE AMINOTRANSFERASE INCREASED,251
pemetrexed,STOMATITIS,248
pemetrexed,CONFUSIONAL STATE,243
pemetrexed,BACK PAIN,237
pemetrexed,METASTASES TO CENTRAL NERVOUS SYSTEM,230
pemetrexed,HEPATIC FUNCTION ABNORMAL,228
pemetrexed,DYSPHAGIA,226
pemetrexed,DEEP VEIN THROMBOSIS,223
pemetrexed,PRODUCT USE IN UNAPPROVED INDICATION,220
pemetrexed,TOXICITY TO VARIOUS AGENTS,220
pemetrexed,HEPATITIS,219
pemetrexed,HAEMATOTOXICITY,218
pemetrexed,RENAL FAILURE ACUTE,217
pemetrexed,ARTHRALGIA,215
pemetrexed,LUNG DISORDER,195
pemetrexed,MYOCARDIAL INFARCTION,191
pemetrexed,PERICARDIAL EFFUSION,186
pemetrexed,TACHYCARDIA,183
pemetrexed,CARDIAC FAILURE,182
pemetrexed,CEREBROVASCULAR ACCIDENT,182
pemetrexed,HEPATOCELLULAR INJURY,182
pemetrexed,C-REACTIVE PROTEIN INCREASED,176
pemetrexed,DRUG INTERACTION,176
pemetrexed,HYPOTHYROIDISM,176
pemetrexed,ALOPECIA,171
pemetrexed,FEBRILE BONE MARROW APLASIA,171
pemetrexed,NEPHROPATHY TOXIC,171
pemetrexed,HEPATOTOXICITY,168
pemetrexed,PROTEINURIA,168
pemetrexed,SYNCOPE,167
binimetinib,OFF LABEL USE,733
binimetinib,DEATH,583
binimetinib,NAUSEA,548
binimetinib,PRODUCT USE IN UNAPPROVED INDICATION,510
binimetinib,FATIGUE,464
binimetinib,DIARRHOEA,431
binimetinib,PYREXIA,409
binimetinib,RASH,322
binimetinib,VOMITING,319
binimetinib,NEOPLASM PROGRESSION,318
binimetinib,SEROUS RETINAL DETACHMENT,209
binimetinib,DISEASE PROGRESSION,198
binimetinib,ARTHRALGIA,172
binimetinib,MALAISE,164
binimetinib,DECREASED APPETITE,162
binimetinib,VISION BLURRED,161
binimetinib,CONSTIPATION,141
binimetinib,ACUTE KIDNEY INJURY,137
binimetinib,ASTHENIA,129
binimetinib,VISUAL IMPAIRMENT,128
binimetinib,ANAEMIA,120
binimetinib,PAIN,111
binimetinib,DYSPNOEA,108
binimetinib,ABDOMINAL PAIN,106
binimetinib,MYALGIA,104
binimetinib,HEADACHE,103
binimetinib,PRURITUS,100
binimetinib,MALIGNANT NEOPLASM PROGRESSION,99
binimetinib,COLITIS,93
binimetinib,CHILLS,88
binimetinib,DEHYDRATION,83
binimetinib,BLOOD CREATINE PHOSPHOKINASE INCREASED,82
binimetinib,DIZZINESS,79
binimetinib,DRUG INEFFECTIVE,78
binimetinib,ABDOMINAL PAIN UPPER,77
binimetinib,HYPOTENSION,73
binimetinib,ALOPECIA,72
binimetinib,ALANINE AMINOTRANSFERASE INCREASED,69
binimetinib,SEIZURE,67
binimetinib,PRODUCT DOSE OMISSION,65
binimetinib,WEIGHT DECREASED,65
binimetinib,RENAL IMPAIRMENT,64
binimetinib,URINARY TRACT INFECTION,63
binimetinib,ASPARTATE AMINOTRANSFERASE INCREASED,61
binimetinib,HEPATIC FUNCTION ABNORMAL,61
binimetinib,RETINAL DETACHMENT,61
binimetinib,BLOOD CREATININE INCREASED,60
binimetinib,ABDOMINAL DISCOMFORT,59
binimetinib,LIVER DISORDER,59
binimetinib,PERIPHERAL SWELLING,58
binimetinib,DYSPHAGIA,57
binimetinib,PAIN IN EXTREMITY,56
binimetinib,RENAL FAILURE,55
binimetinib,HYPERTENSION,53
binimetinib,SECOND PRIMARY MALIGNANCY,53
binimetinib,HEPATIC ENZYME INCREASED,51
binimetinib,CONFUSIONAL STATE,50
binimetinib,DRY SKIN,50
binimetinib,MUSCLE SPASMS,49
binimetinib,DRUG INTOLERANCE,48
binimetinib,NEUROPATHY PERIPHERAL,48
binimetinib,UVEITIS,48
binimetinib,PNEUMONIA,47
binimetinib,ILLNESS,45
binimetinib,BACK PAIN,44
binimetinib,SEROUS RETINOPATHY,44
binimetinib,GENERAL PHYSICAL HEALTH DETERIORATION,42
binimetinib,RASH MACULO-PAPULAR,42
binimetinib,FALL,40
binimetinib,MUSCULAR WEAKNESS,40
binimetinib,PRODUCT USE ISSUE,39
binimetinib,HOSPICE CARE,37
binimetinib,RENAL DISORDER,37
binimetinib,SEPSIS,37
binimetinib,COVID-19,34
binimetinib,DERMATITIS ACNEIFORM,34
binimetinib,INTERSTITIAL LUNG DISEASE,34
binimetinib,LIVER FUNCTION TEST INCREASED,34
binimetinib,PNEUMONITIS,34
binimetinib,ADVERSE EVENT,33
binimetinib,ERYTHEMA,33
binimetinib,GAMMA-GLUTAMYLTRANSFERASE INCREASED,33
binimetinib,HYPERSENSITIVITY,33
binimetinib,PRODUCT DOSE OMISSION ISSUE,33
binimetinib,THERAPY INTERRUPTED,33
binimetinib,COUGH,32
binimetinib,HEPATITIS,32
binimetinib,INFECTION,32
binimetinib,MEMORY IMPAIRMENT,32
binimetinib,SOMNOLENCE,32
binimetinib,CARDIAC FAILURE,31
binimetinib,EYE DISORDER,31
binimetinib,INSOMNIA,31
binimetinib,OEDEMA PERIPHERAL,31
binimetinib,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,31
binimetinib,RETINOPATHY,31
binimetinib,ADVERSE DRUG REACTION,30
binimetinib,PANCREATITIS,30
binimetinib,EJECTION FRACTION DECREASED,29
binimetinib,HYPOACUSIS,29
carboplatin,NAUSEA,6181
carboplatin,ALOPECIA,6094
carboplatin,NEUTROPENIA,6012
carboplatin,ANAEMIA,5981
carboplatin,OFF LABEL USE,5968
carboplatin,FEBRILE NEUTROPENIA,5338
carboplatin,DIARRHOEA,5201
carboplatin,DYSPNOEA,5016
carboplatin,THROMBOCYTOPENIA,4947
carboplatin,MALIGNANT NEOPLASM PROGRESSION,4826
carboplatin,DISEASE PROGRESSION,4714
carboplatin,VOMITING,4653
carboplatin,PYREXIA,4083
carboplatin,FATIGUE,4005
carboplatin,DEATH,3833
carboplatin,ASTHENIA,3070
carboplatin,DRUG INEFFECTIVE,3024
carboplatin,PANCYTOPENIA,2890
carboplatin,PNEUMONIA,2723
carboplatin,RASH,2497
carboplatin,SEPSIS,2453
carboplatin,DECREASED APPETITE,2321
carboplatin,NEUTROPHIL COUNT DECREASED,2303
carboplatin,DEHYDRATION,2257
carboplatin,PLATELET COUNT DECREASED,2247
carboplatin,ABDOMINAL PAIN,2192
carboplatin,WHITE BLOOD CELL COUNT DECREASED,2142
carboplatin,PRODUCT USE IN UNAPPROVED INDICATION,2140
carboplatin,HAIR TEXTURE ABNORMAL,2091
carboplatin,HAIR COLOUR CHANGES,2088
carboplatin,ERYTHEMA,2080
carboplatin,HYPOTENSION,2063
carboplatin,PAIN,2024
carboplatin,NEUROPATHY PERIPHERAL,2014
carboplatin,HAIR DISORDER,1948
carboplatin,MADAROSIS,1935
carboplatin,CONSTIPATION,1889
carboplatin,LEUKOPENIA,1882
carboplatin,GENERAL PHYSICAL HEALTH DETERIORATION,1821
carboplatin,ACUTE KIDNEY INJURY,1797
carboplatin,PSYCHOLOGICAL TRAUMA,1793
carboplatin,MALAISE,1616
carboplatin,MUCOSAL INFLAMMATION,1584
carboplatin,PRURITUS,1556
carboplatin,COUGH,1516
carboplatin,HYPERTENSION,1515
carboplatin,MYELOSUPPRESSION,1515
carboplatin,ANXIETY,1488
carboplatin,HYPERSENSITIVITY,1466
carboplatin,INFECTION,1448
carboplatin,PULMONARY EMBOLISM,1405
carboplatin,HAEMOGLOBIN DECREASED,1382
carboplatin,HYPOKALAEMIA,1381
carboplatin,PLEURAL EFFUSION,1375
carboplatin,DIZZINESS,1364
carboplatin,INTERSTITIAL LUNG DISEASE,1350
carboplatin,RESPIRATORY FAILURE,1235
carboplatin,NEOPLASM PROGRESSION,1225
carboplatin,CHEST PAIN,1224
carboplatin,WEIGHT DECREASED,1172
carboplatin,HEADACHE,1168
carboplatin,BONE MARROW FAILURE,1118
carboplatin,BACK PAIN,1114
carboplatin,HYPONATRAEMIA,1103
carboplatin,RENAL FAILURE,1102
carboplatin,TACHYCARDIA,1091
carboplatin,FLUSHING,1085
carboplatin,PNEUMONITIS,1068
carboplatin,SEPTIC SHOCK,1053
carboplatin,ATRIAL FIBRILLATION,1048
carboplatin,ARTHRALGIA,1019
carboplatin,EMOTIONAL DISTRESS,982
carboplatin,DYSPHAGIA,966
carboplatin,URINARY TRACT INFECTION,961
carboplatin,CONDITION AGGRAVATED,946
carboplatin,INFUSION RELATED REACTION,901
carboplatin,DEEP VEIN THROMBOSIS,890
carboplatin,EPISTAXIS,890
carboplatin,TOXICITY TO VARIOUS AGENTS,884
carboplatin,CONFUSIONAL STATE,867
carboplatin,CHILLS,861
carboplatin,PARAESTHESIA,861
carboplatin,RENAL IMPAIRMENT,860
carboplatin,COLITIS,853
carboplatin,ACUTE MYELOID LEUKAEMIA,846
carboplatin,NEUTROPENIC SEPSIS,832
carboplatin,OEDEMA PERIPHERAL,820
carboplatin,HAEMATOTOXICITY,816
carboplatin,BLOOD CREATININE INCREASED,812
carboplatin,ALANINE AMINOTRANSFERASE INCREASED,808
carboplatin,CHEST DISCOMFORT,779
carboplatin,STOMATITIS,765
carboplatin,SYNCOPE,758
carboplatin,PAIN IN EXTREMITY,749
carboplatin,THERAPY PARTIAL RESPONDER,746
carboplatin,DISEASE RECURRENCE,732
carboplatin,OXYGEN SATURATION DECREASED,726
carboplatin,ASPARTATE AMINOTRANSFERASE INCREASED,710
carboplatin,MYELODYSPLASTIC SYNDROME,709
carboplatin,HYPOMAGNESAEMIA,708
abiraterone,DEATH,5849
abiraterone,FATIGUE,2160
abiraterone,PROSTATIC SPECIFIC ANTIGEN INCREASED,1938
abiraterone,DRUG INEFFECTIVE,1901
abiraterone,THERAPY CESSATION,1582
abiraterone,DISEASE PROGRESSION,1200
abiraterone,ASTHENIA,1078
abiraterone,HOSPITALISATION,1009
abiraterone,HOT FLUSH,1000
abiraterone,OFF LABEL USE,939
abiraterone,NAUSEA,926
abiraterone,DIARRHOEA,845
abiraterone,FALL,845
abiraterone,PROSTATE CANCER,807
abiraterone,DIZZINESS,745
abiraterone,DYSPNOEA,727
abiraterone,DECREASED APPETITE,711
abiraterone,PNEUMONIA,696
abiraterone,HYPERTENSION,693
abiraterone,URINARY TRACT INFECTION,688
abiraterone,MALIGNANT NEOPLASM PROGRESSION,663
abiraterone,HYPOKALAEMIA,621
abiraterone,VOMITING,620
abiraterone,PROSTATE CANCER METASTATIC,598
abiraterone,PAIN,576
abiraterone,ANAEMIA,568
abiraterone,DRUG DOSE OMISSION,557
abiraterone,WEIGHT DECREASED,544
abiraterone,MALAISE,540
abiraterone,ARTHRALGIA,489
abiraterone,CONSTIPATION,482
abiraterone,OEDEMA PERIPHERAL,480
abiraterone,INCORRECT DOSE ADMINISTERED,473
abiraterone,THERAPY INTERRUPTED,473
abiraterone,BACK PAIN,459
abiraterone,HEADACHE,428
abiraterone,PERIPHERAL SWELLING,420
abiraterone,DYSPHAGIA,403
abiraterone,ADVERSE EVENT,385
abiraterone,DEHYDRATION,376
abiraterone,PAIN IN EXTREMITY,371
abiraterone,METASTASES TO BONE,364
abiraterone,SEPSIS,358
abiraterone,WEIGHT INCREASED,355
abiraterone,ATRIAL FIBRILLATION,349
abiraterone,MYOCARDIAL INFARCTION,332
abiraterone,MUSCULAR WEAKNESS,331
abiraterone,BLOOD PRESSURE INCREASED,330
abiraterone,PYREXIA,329
abiraterone,GENERAL PHYSICAL HEALTH DETERIORATION,307
abiraterone,THROMBOCYTOPENIA,305
abiraterone,DRUG INTERACTION,301
abiraterone,ACUTE KIDNEY INJURY,298
abiraterone,CARDIAC FAILURE,298
abiraterone,RASH,294
abiraterone,CONFUSIONAL STATE,289
abiraterone,CEREBROVASCULAR ACCIDENT,284
abiraterone,INSOMNIA,271
abiraterone,BLOOD GLUCOSE INCREASED,256
abiraterone,ALANINE AMINOTRANSFERASE INCREASED,246
abiraterone,HOSPICE CARE,245
abiraterone,CHEST PAIN,242
abiraterone,OSTEONECROSIS OF JAW,240
abiraterone,HYPOTENSION,239
abiraterone,BLOOD POTASSIUM DECREASED,233
abiraterone,COVID-19,232
abiraterone,SYNCOPE,229
abiraterone,COUGH,226
abiraterone,HAEMATURIA,223
abiraterone,ADVERSE DRUG REACTION,221
abiraterone,BONE PAIN,221
abiraterone,MUSCLE SPASMS,218
abiraterone,MYALGIA,218
abiraterone,OEDEMA,217
abiraterone,FEELING ABNORMAL,216
abiraterone,HEPATIC ENZYME INCREASED,216
abiraterone,HAEMOGLOBIN DECREASED,215
abiraterone,ABDOMINAL PAIN,209
abiraterone,PLATELET COUNT DECREASED,209
abiraterone,RENAL FAILURE,209
abiraterone,ABDOMINAL DISCOMFORT,204
abiraterone,PRODUCT DOSE OMISSION,204
abiraterone,INFECTION,199
abiraterone,HEPATIC FUNCTION ABNORMAL,198
abiraterone,RHABDOMYOLYSIS,197
abiraterone,DIABETES MELLITUS,195
abiraterone,GAIT DISTURBANCE,194
abiraterone,ABDOMINAL PAIN UPPER,191
